30,0.0,250,2,20
30,0.005,266,2,27
30,0.01,278,2,29
30,0.03,286,2,29
30,0.05,296,2,25
30,0.1,304,2,19
30,0.2,319,2,16
30,0.4,333,2,17
30,0.6,335,2,17
30,0.8,360,2,16
30,0.9,360,2,14
30,1.0,381,2,18
30,0.0,257,2,24
30,0.005,279,2,28
30,0.01,295,2,29
30,0.03,311,2,29
30,0.05,363,2,26
30,0.1,329,2,17
30,0.2,469,2,21
30,0.4,542,2,17
30,0.6,483,2,18
30,0.8,413,2,20
30,0.9,527,2,18
30,1.0,423,2,15
30,0.0,276,2,20
30,0.005,286,2,27
30,0.01,232,0
30,0.03,267,2,29
30,0.05,291,2,27
30,0.1,308,2,21
30,0.2,311,2,18
30,0.4,323,2,20
30,0.6,323,2,17
30,0.8,340,2,18
30,0.9,371,2,17
30,1.0,369,2,18
30,0.0,246,2,25
30,0.005,252,2,28
30,0.01,254,2,29
30,0.03,273,2,27
30,0.05,287,2,26
30,0.1,323,2,18
30,0.2,324,2,18
30,0.4,442,2,19
30,0.6,333,2,19
30,0.8,348,2,17
30,0.9,358,2,17
30,1.0,384,2,17
30,0.0,328,2,22
30,0.005,433,2,28
30,0.01,333,2,28
30,0.03,373,2,29
30,0.05,391,2,24
30,0.1,417,2,20
30,0.2,485,2,19
30,0.4,455,2,20
30,0.6,517,2,18
30,0.8,492,2,18
30,0.9,657,2,17
30,1.0,535,2,16
30,0.0,375,2,18
30,0.005,329,2,27
30,0.01,322,2,27
30,0.03,339,2,28
30,0.05,454,2,27
30,0.1,361,2,18
30,0.2,375,2,17
30,0.4,397,2,18
30,0.6,386,2,18
30,0.8,408,2,18
30,0.9,392,2,18
30,1.0,420,2,17
30,0.0,618,2,21
30,0.005,511,2,26
30,0.01,488,2,28
30,0.03,499,2,29
30,0.05,500,2,26
30,0.1,693,2,19
30,0.2,480,2,19
30,0.4,377,2,19
30,0.6,411,2,17
30,0.8,407,2,16
30,0.9,441,2,14
30,1.0,409,2,16
30,0.0,351,2,21
30,0.005,310,2,28
30,0.01,345,2,29
30,0.03,451,2,28
30,0.05,362,2,27
30,0.1,341,2,19
30,0.2,371,2,19
30,0.4,368,2,17
30,0.6,392,2,19
30,0.8,374,2,15
30,0.9,384,2,18
30,1.0,384,2,18
30,0.0,387,2,22
30,0.005,314,2,28
30,0.01,298,2,27
30,0.03,316,2,29
30,0.05,342,2,25
30,0.1,346,2,17
30,0.2,371,2,18
30,0.4,373,2,18
30,0.6,404,2,20
30,0.8,391,2,15
30,0.9,440,2,18
30,1.0,454,2,17
30,0.0,312,2,20
30,0.005,323,2,28
30,0.01,326,2,28
30,0.03,341,2,29
30,0.05,351,2,25
30,0.1,404,2,17
30,0.2,430,2,15
30,0.4,400,2,17
30,0.6,398,2,18
30,0.8,447,2,16
30,0.9,426,2,16
30,1.0,542,2,16
