30,0.2,3282,2,21
30,0.3,3060,2,21
30,0.4,2961,2,19
30,0.5,3013,2,18
30,0.6,3162,2,18
30,0.7,3245,2,20
30,0.8,3144,2,22
30,0.9,2944,2,18
30,0.2,3044,2,21
30,0.3,3085,2,20
30,0.4,2985,2,20
30,0.5,3017,2,21
30,0.6,2935,2,17
30,0.7,3001,2,19
30,0.8,2966,2,21
30,0.9,2939,2,21
30,0.2,3062,2,21
30,0.3,2967,2,21
30,0.4,3054,2,19
30,0.5,3000,2,20
30,0.6,2984,2,21
30,0.7,3014,2,21
30,0.8,2937,2,18
30,0.9,2982,2,21
30,0.2,3003,2,22
30,0.3,2959,2,20
30,0.4,3018,2,21
30,0.5,2986,2,20
30,0.6,3031,2,21
30,0.7,3092,2,19
30,0.8,2957,2,22
30,0.9,3016,2,21
30,0.2,2977,2,19
30,0.3,3025,2,20
30,0.4,3080,2,22
30,0.5,2972,2,21
30,0.6,3018,2,19
30,0.7,2958,2,22
30,0.8,3038,2,21
30,0.9,3088,2,18
30,0.2,3034,2,20
30,0.3,3034,2,19
30,0.4,2996,2,19
30,0.5,3029,2,23
30,0.6,3013,2,21
30,0.7,2958,2,20
30,0.8,3008,2,21
30,0.9,2951,2,20
30,0.2,3064,2,20
30,0.3,3022,2,20
30,0.4,2953,2,19
30,0.5,3003,2,21
30,0.6,2919,2,20
30,0.7,3014,2,20
30,0.8,3063,2,19
30,0.9,2985,2,20
30,0.2,3055,2,21
30,0.3,2996,2,22
30,0.4,2998,2,19
30,0.5,3017,2,21
30,0.6,3042,2,14
30,0.7,3050,2,20
30,0.8,2962,2,19
30,0.9,2955,2,19
30,0.2,3024,2,19
30,0.3,2975,2,20
30,0.4,3012,2,22
30,0.5,2970,2,18
30,0.6,3012,2,20
30,0.7,3002,2,19
30,0.8,2925,2,16
30,0.9,3001,2,19
30,0.2,2973,2,19
30,0.3,3020,2,20
30,0.4,3023,2,21
30,0.5,2975,2,18
30,0.6,3028,2,20
30,0.7,2981,2,21
30,0.8,2984,2,21
30,0.9,3035,2,18
30,0.2,3251,2,20
30,0.3,3126,2,22
30,0.4,3059,2,19
30,0.5,3318,2,17
30,0.6,3501,2,22
30,0.7,3298,2,20
30,0.8,3254,2,21
30,0.9,3306,2,19
30,0.2,3499,2,19
30,0.3,3213,2,19
30,0.4,3480,2,18
30,0.5,3036,2,20
30,0.6,3124,2,19
30,0.7,3315,2,19
30,0.8,3125,2,23
30,0.9,3235,2,20
30,0.2,3258,2,17
30,0.3,3064,2,20
30,0.4,3018,2,21
30,0.5,3069,2,19
30,0.6,3106,2,19
30,0.7,3038,2,21
30,0.8,3063,2,18
30,0.9,3042,2,20
30,0.2,3204,2,22
30,0.3,3262,2,18
30,0.4,3537,2,20
30,0.5,3185,2,19
30,0.6,3068,2,21
30,0.7,3023,2,19
30,0.8,3242,2,20
30,0.9,3238,2,18
30,0.2,3069,2,20
30,0.3,3100,2,18
30,0.4,3095,2,21
30,0.5,3288,2,23
30,0.6,3014,2,19
30,0.7,3411,2,20
30,0.8,3162,2,20
30,0.9,3175,2,21
30,0.2,3227,2,21
30,0.3,3142,2,19
30,0.4,3428,2,19
30,0.5,3108,2,20
30,0.6,3415,2,21
30,0.7,3125,2,18
30,0.8,3174,2,21
30,0.9,3078,2,19
30,0.2,3040,2,18
30,0.3,3043,2,20
30,0.4,3043,2,21
30,0.5,3020,2,21
30,0.6,3091,2,21
30,0.7,3011,2,22
30,0.8,3035,2,19
30,0.9,2997,2,20
30,0.2,3125,2,19
30,0.3,3125,2,21
30,0.4,3186,2,20
30,0.5,3022,2,22
30,0.6,3117,2,19
30,0.7,3196,2,19
30,0.8,3703,2,21
30,0.9,3233,2,19
30,0.2,3142,2,22
30,0.3,3204,2,21
30,0.4,3275,2,20
30,0.5,3125,2,18
30,0.6,3034,2,21
30,0.7,3011,2,20
30,0.8,3018,2,19
30,0.9,3053,2,19
30,0.2,3027,2,20
30,0.3,3238,2,23
30,0.4,3209,2,21
30,0.5,3034,2,18
30,0.6,3086,2,19
30,0.7,3001,2,19
30,0.8,3084,2,19
30,0.9,3043,2,22
30,0.0,2323,2,25
30,0.0,2125,2,23
30,0.0,2093,2,26
30,0.0,2066,2,27
30,0.0,2160,2,25
30,0.0,2428,2,26
30,0.1,2936,2,22
30,0.0,2196,2,25
30,0.1,2935,2,21
30,0.0,2134,2,24
30,0.1,2949,2,21
30,0.0,2251,2,24
30,0.1,2963,2,20
30,0.0,2207,2,26
30,0.1,2976,2,19
