30,0.2,0.2,3366,2,17
30,0.2,0.4,3485,2,19
30,0.2,0.6,3978,2,20
30,0.2,0.9,3950,2,20
30,0.2,1.2,3842,2,22
30,0.2,1.49445,3825,2,17
30,0.2,1.6,3826,2,19
30,0.2,1.9,3830,2,19
30,0.4,0.2,3476,2,20
30,0.4,0.4,4007,2,20
30,0.4,0.6,3913,2,21
30,0.4,0.9,3929,2,18
30,0.4,1.2,3866,2,22
30,0.4,1.49445,3743,2,21
30,0.4,1.6,3839,2,17
30,0.4,1.9,3758,2,20
30,0.6,0.2,3909,2,22
30,0.6,0.4,3839,2,20
30,0.6,0.6,3905,2,21
30,0.6,0.9,3902,2,20
30,0.6,1.2,3836,2,20
30,0.6,1.49445,3846,2,19
30,0.6,1.6,3773,2,20
30,0.6,1.9,3729,2,21
30,0.9,0.2,3967,2,19
30,0.9,0.4,3861,2,21
30,0.9,0.6,3738,2,21
30,0.9,0.9,3779,2,20
30,0.9,1.2,3732,2,20
30,0.9,1.49445,3810,2,18
30,0.9,1.6,3749,2,20
30,0.9,1.9,3745,2,21
30,1.2,0.2,3875,2,19
30,1.2,0.4,3778,2,20
30,1.2,0.6,3737,2,18
30,1.2,0.9,3766,2,22
30,1.2,1.2,3713,2,20
30,1.2,1.49445,3811,2,22
30,1.2,1.6,3994,2,17
30,1.2,1.9,4049,2,19
30,1.49445,0.2,3892,2,17
30,1.49445,0.4,3754,2,18
30,1.49445,0.6,3817,2,17
30,1.49445,0.9,3780,2,21
30,1.49445,1.2,3735,2,19
30,1.49445,1.49445,3797,2,21
30,1.49445,1.6,3765,2,21
30,1.49445,1.9,3721,2,21
30,1.6,0.2,3807,2,23
30,1.6,0.4,3853,2,19
30,1.6,0.6,3752,2,18
30,1.6,0.9,3704,2,19
30,1.6,1.2,3742,2,19
30,1.6,1.49445,3751,2,19
30,1.6,1.6,3718,2,20
30,1.6,1.9,3735,2,20
30,1.9,0.2,4003,2,21
30,1.9,0.4,3787,2,22
30,1.9,0.6,3846,2,21
30,1.9,0.9,3748,2,20
30,1.9,1.2,3776,2,19
30,1.9,1.49445,3741,2,21
30,1.9,1.6,3778,2,20
30,1.9,1.9,3729,2,19
30,0.2,0.2,3195,2,17
30,0.2,0.4,3357,2,18
30,0.2,0.6,3653,2,21
30,0.2,0.9,3929,2,21
30,0.2,1.2,3931,2,20
30,0.2,1.49445,3745,2,20
30,0.2,1.6,3778,2,19
30,0.2,1.9,3716,2,20
30,0.4,0.2,3492,2,20
30,0.4,0.4,3924,2,17
30,0.4,0.6,3861,2,19
30,0.4,0.9,3893,2,20
30,0.4,1.2,3839,2,19
30,0.4,1.49445,3810,2,21
30,0.4,1.6,3816,2,20
30,0.4,1.9,3769,2,19
30,0.6,0.2,3810,2,20
30,0.6,0.4,3961,2,21
30,0.6,0.6,3914,2,19
30,0.6,0.9,3862,2,20
30,0.6,1.2,3793,2,19
30,0.6,1.49445,3793,2,21
30,0.6,1.6,3752,2,20
30,0.6,1.9,3808,2,20
30,0.9,0.2,3890,2,17
30,0.9,0.4,3907,2,20
30,0.9,0.6,3789,2,20
30,0.9,0.9,3795,2,18
30,0.9,1.2,3820,2,19
30,0.9,1.49445,4037,2,21
30,0.9,1.6,3820,2,19
30,0.9,1.9,3934,2,20
30,1.2,0.2,3969,2,19
30,1.2,0.4,3876,2,22
30,1.2,0.6,3872,2,20
30,1.2,0.9,3795,2,19
30,1.2,1.2,3829,2,20
30,1.2,1.49445,3780,2,21
30,1.2,1.6,3851,2,20
30,1.2,1.9,3880,2,20
30,1.49445,0.2,3934,2,19
30,1.49445,0.4,3872,2,20
30,1.49445,0.6,3737,2,19
30,1.49445,0.9,3811,2,19
30,1.49445,1.2,3822,2,21
30,1.49445,1.49445,3751,2,20
30,1.49445,1.6,3756,2,18
30,1.49445,1.9,3847,2,20
30,1.6,0.2,3899,2,22
30,1.6,0.4,3869,2,20
30,1.6,0.6,3797,2,19
30,1.6,0.9,3807,2,20
30,1.6,1.2,3724,2,20
30,1.6,1.49445,3751,2,21
30,1.6,1.6,3782,2,19
30,1.6,1.9,3867,2,20
30,1.9,0.2,3775,2,22
30,1.9,0.4,3772,2,21
30,1.9,0.6,3703,2,22
30,1.9,0.9,3785,2,19
30,1.9,1.2,3755,2,20
30,1.9,1.49445,3821,2,19
30,1.9,1.6,3796,2,21
30,1.9,1.9,3762,2,20
30,0.2,0.2,3137,2,20
30,0.2,0.4,3336,2,19
30,0.2,0.6,3788,2,20
30,0.2,0.9,4024,2,20
30,0.2,1.2,3907,2,18
30,0.2,1.49445,3864,2,19
30,0.2,1.6,3800,2,19
30,0.2,1.9,3839,2,20
30,0.4,0.2,3524,2,19
30,0.4,0.4,3916,2,20
30,0.4,0.6,3955,2,20
30,0.4,0.9,3841,2,21
30,0.4,1.2,3853,2,20
30,0.4,1.49445,3772,2,21
30,0.4,1.6,3836,2,19
30,0.4,1.9,3832,2,19
30,0.6,0.2,3952,2,20
30,0.6,0.4,3999,2,18
30,0.6,0.6,3854,2,18
30,0.6,0.9,3851,2,21
30,0.6,1.2,3828,2,20
30,0.6,1.49445,3836,2,20
30,0.6,1.6,3834,2,21
30,0.6,1.9,3839,2,20
30,0.9,0.2,3993,2,19
30,0.9,0.4,3994,2,20
30,0.9,0.6,3855,2,19
30,0.9,0.9,3868,2,19
30,0.9,1.2,3842,2,19
30,0.9,1.49445,3791,2,19
30,0.9,1.6,3815,2,19
30,0.9,1.9,3789,2,20
30,1.2,0.2,3965,2,19
30,1.2,0.4,3774,2,21
30,1.2,0.6,3835,2,20
30,1.2,0.9,3809,2,18
30,1.2,1.2,3821,2,21
30,1.2,1.49445,3789,2,20
30,1.2,1.6,3876,2,23
30,1.2,1.9,3825,2,17
30,1.49445,0.2,3905,2,20
30,1.49445,0.4,3699,2,20
30,1.49445,0.6,3733,2,20
30,1.49445,0.9,3821,2,21
30,1.49445,1.2,3861,2,19
30,1.49445,1.49445,3754,2,21
30,1.49445,1.6,3788,2,20
30,1.49445,1.9,3866,2,19
30,1.6,0.2,3923,2,21
30,1.6,0.4,3810,2,19
30,1.6,0.6,3778,2,21
30,1.6,0.9,3760,2,21
30,1.6,1.2,3801,2,21
30,1.6,1.49445,3837,2,22
30,1.6,1.6,3805,2,19
30,1.6,1.9,3827,2,20
30,1.9,0.2,3853,2,19
30,1.9,0.4,3790,2,18
30,1.9,0.6,3801,2,20
30,1.9,0.9,3794,2,21
30,1.9,1.2,3816,2,20
30,1.9,1.49445,3839,2,20
30,1.9,1.6,3754,2,21
30,1.9,1.9,3845,2,21
30,0.2,0.2,3334,2,18
30,0.2,0.4,3438,2,22
30,0.2,0.6,3756,2,20
30,0.2,0.9,3902,2,16
30,0.2,1.2,3820,2,17
30,0.2,1.49445,3748,2,21
30,0.2,1.6,3791,2,22
30,0.2,1.9,3832,2,19
30,0.4,0.2,3465,2,20
30,0.4,0.4,3890,2,19
30,0.4,0.6,4052,2,18
30,0.4,0.9,3948,2,20
30,0.4,1.2,3823,2,20
30,0.4,1.49445,3823,2,20
30,0.4,1.6,3830,2,19
30,0.4,1.9,3699,2,22
30,0.6,0.2,3865,2,20
30,0.6,0.4,3915,2,19
30,0.6,0.6,3842,2,20
30,0.6,0.9,3773,2,18
30,0.6,1.2,3810,2,20
30,0.6,1.49445,3865,2,17
30,0.6,1.6,3749,2,20
